Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
,,,,,,,,,,,,,,,,,
11/15/2014,Credit reporting,,Incorrect information on credit report,Personal information,,,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",MS,38676,,N/A,Web,11/15/2014,Closed with explanation,Yes,No,1118466
7/15/2016,Debt collection,I do not know,Taking/threatening an illegal action,Threatened arrest/jail if do not pay,"A company called XXXX XXXX calls continually looking for a family member. They are calling everyone in the family, disclosing personal information and threatening everyone if we do n't give them the location of this person. They continue to call my home and business number for a debt THAT IS NOT MINE, it is for the sister of my domestic partner. I was threatened with jail, a warrant for my arrest, etc. When I told them I was n't who they were looking for, they slung a stream of abuse at me and did n't believe me. I asked for their contact information and they refused to give it to me. I asked them to stop calling here, and they have continued to call five times a day, repeating their threats, looking for someone who IS NOT HERE and has never BEEN here. I am sick of their harassment and abuse. When I ask them to stop calling, they call MORE OFTEN. This has to be illegal.",,"BAM Financial, LLC",AZ,852XX,,Consent provided,Web,8/12/2016,Untimely response,No,No,2014500
,,,,,,,,,,,,,,,,,
4/19/2012,Credit card,,Customer service / Customer relations,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",MA,2459,,N/A,Web,4/20/2012,Closed with relief,Yes,Yes,61053
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
3/14/2017,Credit card,,Identity theft / Fraud / Embezzlement,,"I am filing this complain against M & T Bank which has filed a late payment with XXXX credit card bureaus. In 2013, My employee stole my credit card and used it. I was not aware of theft until I received a past due bill from M & T Bank for {$410.00}. I paid this bill as soon I realized that my credit card used by him. Despite many pleas to the bank to remove late payment from my credit, they have refused to do. It has been four years since this late occurrence, my credit has been damaged by one single late payment. Bank was sending minimum balance, however, I paid the entire balance. I will ask you to have bank remove this late payment. Because of late payment on my credit, i can not refinance my house or buy a car.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,M&T BANK CORPORATION,MD,211XX,,Consent provided,Web,3/29/2017,Closed with explanation,Yes,No,2386977
11/29/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,NATIONSTAR MORTGAGE,VA,22202,,N/A,Web,12/5/2013,Closed with explanation,Yes,Yes,616672
6/5/2014,Credit reporting,,Incorrect information on credit report,Account status,,,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",FL,33534,,N/A,Web,6/5/2014,Closed with explanation,Yes,No,881886
3/18/2014,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,TD BANK US HOLDING COMPANY,SC,29229,,N/A,Web,3/21/2014,Closed with explanation,Yes,Yes,763897
4/16/2016,Consumer Loan,Vehicle loan,Shopping for a loan or lease,,"I signed a contract around XXXX, 2013, out of mostly desperation for a car. Not fully understanding how much i would come to regret this decision along with thousands of other people. First off i was told over and over before signing paperwork that never would the contract go over 3 years. 2 nd thing is im finding out is that the company is known just for selling pieces of rebuilt junk its even worse then the typical buy here pay here place. They pretty much threaten and bully u about the trash they sell and pull at this company so called suppose to help u with credit. If not just for my sake but for thousands of others XXXX needs to be shut down everywhere. It should be against the law to take advantage of people in bad situations charging over XXXX dollars for car that most are not even worth XXXX blue book value. I feel very ripped off and in something that i cant see a way out of thet have received payments from me for over 2 years the transmission is now about to go out any day now amongst other serious problems and after looking through my paperwork im finding out 3 years is more like 4 years. I would really like if this company can be brought to light for me and thousands more. I can not seem to get out of the negative equity and all the payments i have given them also being threatened about credit or being sued for the money owed. This company should not be allowed to continue to keep taking advantage and praying on people in this way they are complete rip offs and should be stopped for good. Plz help i need a way out!",Company believes it acted appropriately as authorized by contract or law,"Byrider Franchising, LLC",FL,336XX,,Consent provided,Web,4/19/2016,Closed with explanation,Yes,No,1883049
11/26/2014,Credit card,,Advertising and marketing,,,,JPMORGAN CHASE & CO.,FL,33324,,N/A,Web,11/26/2014,Closed with non-monetary relief,Yes,No,1132843
5/12/2014,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,"SELECT PORTFOLIO SERVICING, INC.",FL,33157,,N/A,Web,5/12/2014,Closed with explanation,Yes,No,848464
5/6/2014,Credit reporting,,Incorrect information on credit report,Account status,,,"EQUIFAX, INC.",NY,13210,,N/A,Postal mail,6/13/2014,Closed with explanation,Yes,Yes,840315
4/11/2017,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,KEYCORP,NY,12521,,N/A,Referral,4/13/2017,Closed with explanation,Yes,No,2431734
1/25/2014,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",FL,34609,,N/A,Referral,2/4/2014,Closed with explanation,Yes,No,685498
9/19/2013,Debt collection,"Other (i.e. phone, health club, etc.)",False statements or representation,Attempted to collect wrong amount,,,Peterson Enterprises Inc.,WA,99004,,N/A,Phone,9/20/2013,Closed with explanation,No,No,535047
6/13/2012,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,WELLS FARGO & COMPANY,CA,92081,,N/A,Referral,6/20/2012,Closed with explanation,Yes,No,100676
1/3/2017,Credit card,,Advertising and marketing,,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",DE,19702,,N/A,Phone,1/3/2017,Closed with explanation,Yes,No,2271611
9/18/2015,Credit reporting,,Incorrect information on credit report,Account terms,"Had a car loan with XXXX XXXX XXXX, which was voluntarily surrendered in XX/XX/XXXX. Said account is to be deleted from my credit file as of XX/XX/XXXX and it has not been done yet we in XX/XX/XXXX",Company chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",FL,334XX,,Consent provided,Web,9/18/2015,Closed with explanation,Yes,Yes,1571067
4/5/2012,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",FL,33323,,N/A,Referral,4/5/2012,Closed without relief,Yes,No,44535
,,,,,,,,,,,,,,,,,
3/12/2015,Debt collection,"Other (i.e. phone, health club, etc.)",Improper contact or sharing of info,Contacted employer after asked not to,,,"Halsted Financial Services, LLC.",IL,60656,,N/A,Web,3/12/2015,Closed with explanation,No,No,1279771
,,,,,,,,,,,,,,,,,
10/11/2012,Mortgage,Other mortgage,Settlement process and costs,,,,JPMORGAN CHASE & CO.,NY,10543,,N/A,Referral,10/12/2012,Closed with monetary relief,Yes,No,169621
3/11/2012,Bank account or service,Checking account,"Account opening, closing, or management",,,,BBVA COMPASS FINANCIAL CORPORATION,CA,95370,,N/A,Referral,3/25/2012,Closed without relief,Yes,No,33667
5/2/2014,Bank account or service,Checking account,"Account opening, closing, or management",,,,JPMORGAN CHASE & CO.,CA,95628,,N/A,Web,5/2/2014,Closed with explanation,Yes,No,836553
4/11/2017,Credit reporting,,Incorrect information on credit report,Information is not mine,,,"EQUIFAX, INC.",NC,28376,Servicemember,Consent not provided,Web,4/11/2017,Closed with explanation,Yes,Yes,2428797
9/1/2015,Consumer Loan,Vehicle loan,Taking out the loan or lease,,"While in the car dealership purchasing a new vehicle, the salesperson brought a loan amount significantly cheaper than the amount of money financed on my paperwork. Before signing the paperwork, I made the salesperson and the finance department aware of the mistake in amount of money financed but the higher amount is still on my sales contract after they assured me that this was not the amount I was borrowing and repaying. I received a terrible interest rate and will be paying more than {$16000.00} in interest on this loan.",,TOYOTA MOTOR CREDIT CORPORATION,TX,751XX,Servicemember,Consent provided,Web,9/1/2015,Closed with explanation,Yes,No,1546461
4/5/2016,Debt collection,I do not know,Disclosure verification of debt,Not given enough info to verify debt,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CMRE Financial Services, Inc.",FL,33441,,Consent not provided,Web,4/6/2016,Closed with explanation,Yes,No,1865179
12/23/2015,Credit reporting,,Incorrect information on credit report,Information is not mine,,,"ONEMAIN FINANCIAL HOLDINGS, LLC.",CA,90014,,Consent not provided,Web,12/28/2015,Closed with non-monetary relief,Yes,No,1715867
9/9/2014,Credit reporting,,Incorrect information on credit report,Account terms,,,"EQUIFAX, INC.",VA,23060,,N/A,Web,9/9/2014,Closed with explanation,Yes,Yes,1020439
12/10/2016,Credit card,,Transaction issue,,"I obtain a car rental in XXXX XXXX from XXXX. I pay for the rental via my Chase credit card. The transaction was processed in US dollars instead of XXXX using XXXX XXXX XXXX. This was done without my approval or knowledge. I did not sign anything authorizing the merchant 's made up inflated exchange rate. I wanted the transaction converted via the XXXX network, as specified in my cardmember agreement with Chase, and I was n't given the change to express my choice. I disputed the charge with Chase, and I 'm being told that because the transaction occured by chip, and not swipe, my signature is not required to uphold the charge. The merchant violated XXXX International rules and Chase refuses to process a chargeback to the merchant.",,JPMORGAN CHASE & CO.,NY,148XX,,Consent provided,Web,12/10/2016,Closed with explanation,Yes,Yes,2243181
3/31/2013,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,,,Experian Information Solutions Inc.,TX,78520,,N/A,Web,3/31/2013,Closed with explanation,Yes,Yes,370096
4/2/2015,Money transfers,Domestic (US) money transfer,Fraud or scam,,,,MONEYGRAM PAYMENT SYSTEMS WORLDWIDE INC,AR,72501,,Consent not provided,Web,4/2/2015,Closed with explanation,Yes,No,1313296
2/5/2014,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,JPMORGAN CHASE & CO.,IN,46403,,N/A,Web,2/4/2014,Closed with explanation,Yes,No,702608
11/10/2012,Credit card,,Transaction issue,,,,"CITIBANK, N.A.",CA,90814,,N/A,Web,11/16/2012,Closed with explanation,Yes,Yes,188752
11/8/2016,Credit reporting,,Incorrect information on credit report,Information is not mine,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",NY,7643,,Consent not provided,Web,11/8/2016,Closed with explanation,Yes,No,2200557
10/21/2014,Student loan,Non-federal student loan,Can't repay my loan,Can't get flexible payment options,,,PNC Bank N.A.,CA,94117,,N/A,Web,10/27/2014,Closed with explanation,Yes,No,1079607
3/12/2016,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,RUSHMORE LOAN MANAGEMENT SERVICES LLC,NJ,7305,,Consent not provided,Web,3/12/2016,Closed with explanation,Yes,No,1829453
8/28/2015,Debt collection,I do not know,Improper contact or sharing of info,Talked to a third party about my debt,"A lady named XXXX XXXX, working for a company called XXXX contacted my neighbor. My neighbor said she must have just searched for numbers belonging to people in our neighborhood because she did not know her name but asked if she lived in our subdivision which she named and then she asked her if she knew me in the neighborhood. My neighbor said not knowing if it was an emergency she said yes she is my neighbor. At this point XXXX proceeded to tell her she and I were business partners doing business together and that she had n't talked to me in a while and the number she had for me no longer worked. She asked my number if she had my number and when she was not able to get that information she gave her a number for me to contact. I do not know any of my neighbors like that and I only know this ladies name and her mines because we introduced ourselves to XXXX another. This was completely out of line and illegal and I would like to do whatever I can legally to make sure this does not happen ever again. The number she gave my neighbor is XXXX XXXX.",Company chooses not to provide a public response,Performant Financial Corporation,TX,773XX,,Consent provided,Web,9/3/2015,Closed with explanation,Yes,No,1543171
,,,,,,,,,,,,,,,,,
11/20/2014,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,"CITIBANK, N.A.",NJ,8854,,N/A,Referral,11/26/2014,Closed with explanation,Yes,No,1127162
,,,,,,,,,,,,,,,,,
7/19/2016,Credit reporting,,Incorrect information on credit report,Information is not mine,,,"EQUIFAX, INC.",SC,29579,,Consent not provided,Web,7/19/2016,Closed with explanation,Yes,No,2020431
